Date,FDIC certificate number,Primary ABA routing number,Financial institution name,Address,City,State,Zip Code,Rank by $ Deposits,Deposits $,Accounts #,Average deposit $,Unrealized gain-loss $,Unrealized gain-loss % of tier 1 capital,URL,URLs to accept or solicit deposits,Teller,Plaid
6/30/2023,16906,91209535,STATE BANK OF TAUNTON,101 NORTH MAIN STREET ,TAUNTON,MN,56291,4362,"$43,976,000",2108,"$20,861","-$2,315,000",-36.02%,statebankoftaunton.com,,Unknown,#N/A
6/30/2023,951,73901974,CHEROKEE STATE BANK,212 WEST WILLOW ,CHEROKEE,IA,51012,2679,"$220,280,000",6022,"$36,579","-$14,801,000",-45.42%,www.cherokeestatebank.com,,Unknown,#N/A
6/30/2023,12258,107000372,SOUTHWEST CAPITAL BANK,1410 CENTRAL AVENUE SW ,ALBUQUERQUE,NM,87104,1887,"$379,766,000",7323,"$51,859","-$24,759,000",-56.12%,www.southwestcapital.com,,Unknown,#N/A
6/30/2023,28701,231371634,AMBLER SAVINGS BANK,155 E. BUTLER AVE. ,AMBLER,PA,19002,1798,"$406,413,000",12447,"$32,651","-$19,764,000",-29.55%,www.amblersav.com,www.amblersavingsbank.com,Unknown,Supported
6/30/2023,30707,307087001,EQUITABLE SAVINGS AND LOAN ASSOCIATION,221 NORTH THIRD STREET ,STERLING,CO,80751,3436,"$126,808,000",7111,"$17,833","-$710,000",-2.63%,www.equitable-savings.com,,Unknown,Supported
6/30/2023,32277,322286256,EASTERN INTERNATIONAL BANK,688 NEW HIGH STREET ,LOS ANGELES,CA,90012,3762,"$96,922,000",3573,"$27,126","-$2,472,000",-11.23%,https://www.eibankca.com,,Unknown,Supported
6/30/2023,16788,101110640,UNION STATE BANK,204 SHERMAN ,UNIONTOWN,KS,66779,4187,"$58,547,000",5259,"$11,133","-$1,289,000",-22.54%,www.unionstbank.com,,Unknown,Supported
6/30/2023,3770,81211928,"FIRST NATIONAL BANK OF BROWNSTOWN, THE",108 EAST MAIN STREET ,BROWNSTOWN,IL,62418,4318,"$47,594,000",3827,"$12,436","-$1,674,000",-31.12%,http://www.fnbbrownstown.com,,Unknown,#N/A
6/30/2023,19850,104901584,WEST GATE BANK,6003 OLD CHENEY ROAD ,LINCOLN,NE,68516,836,"$1,036,793,000",35638,"$29,092","-$21,058,000",-15.11%,https://Westgate.bank,,Unknown,#N/A
6/30/2023,10918,101109648,GRANT COUNTY BANK,201 SOUTH MAIN ,ULYSSES,KS,67880,2583,"$235,796,000",10868,"$21,696","-$9,370,000",-25.16%,www.gcbks.bank,,Unknown,#N/A
6/30/2023,27643,241271041,FIRST FEDERAL BANK OF OHIO,140 N COLUMBUS ,GALION,OH,44833,2623,"$230,628,000",14152,"$16,296","-$12,612,000",-32.63%,www.firstfederalbankofohio.bank,,Unknown,Supported
6/30/2023,9746,91212221,"NORTHWESTERN BANK, NATIONAL ASSOCIATION",4 NORTH MAIN STREET ,DILWORTH,MN,56529,3291,"$140,228,000",7688,"$18,240","-$1,829,000",-11.57%,www.nwbanks.com,,Unknown,#N/A
6/30/2023,5285,75900973,"FIRST NATIONAL BANK AND TRUST COMPANY, THE",345 EAST GRAND AVENUE ,BELOIT,WI,53511,717,"$1,250,501,000",63282,"$19,761","-$59,238,000",-48.01%,www.bankatfirstnational.com,,Unknown,#N/A
6/30/2023,22738,124302613,FIRST UTAH BANK,3826 SOUTH 2300 EAST ,SALT LAKE CITY,UT,84109,1361,"$575,579,000",11083,"$51,934","-$12,420,000",-18.45%,http://firstutahbank.com,,Unknown,Supported
6/30/2023,10214,91914370,VERMILLION STATE BANK,107 EAST MAIN STREET ,VERMILLION,MN,55085,1161,"$700,286,000",21360,"$32,785","-$17,942,000",-16.93%,WWW.VERMILLIONBANK.COM,,Unknown,Supported
6/30/2023,3832,86300012,OLD NATIONAL BANK,1 MAIN STREET ,EVANSVILLE,IN,47708,50,"$37,849,705,000",1099740,"$34,417","-$1,500,418,000",-36.68%,http://www.oldnational.com,,Unknown,Supported
6/30/2023,14316,75904513,BENTON STATE BANK,42 WEST MAIN STREET ,BENTON,WI,53803,4048,"$71,078,000",3037,"$23,404","-$240,000",-2.97%,https://bentonbank.com/,,Unknown,#N/A
6/30/2023,8760,73909578,FARMERS STATE BANK,501 EAST STATE STREET ,ALGONA,IA,50511,3462,"$124,983,000",4070,"$30,708","-$2,102,000",-12.68%,www.fsbiowa.com,,Unknown,Supported
6/30/2023,9336,91911357,"STEARNS BANK OF UPSALA, NATIONAL ASSOCIATION",105 SOUTH MAIN STREET ,UPSALA,MN,56384,4369,"$43,357,000",1939,"$22,360","-$195,000",-1.15%,www.stearnsbank.com,,Unknown,#N/A
6/30/2023,30722,322270275,UNIVERSAL BANK,"3455 NOGALES STREET, 2ND FLOOR ",WEST COVINA,CA,91792,2702,"$216,887,000",6145,"$35,295","-$226,000",-0.36%,https://www.universalbank.com,,Unknown,Supported
6/30/2023,5432,104902949,FIRST NORTHEAST BANK OF NEBRASKA,440 MAIN STREET ,LYONS,NE,68038,2052,"$336,902,000",12773,"$26,376","-$6,460,000",-12.43%,http://www.fnb-ne.com,,Unknown,Supported
6/30/2023,29691,275971838,KEYSAVINGS BANK,811 EAST GRAND AVENUE ,WISCONSIN RAPIDS,WI,54494,4051,"$70,818,000",4100,"$17,273","-$4,303,000",-38.10%,www.keysavingsbank.com,,Unknown,Supported
6/30/2023,3777,81205222,"FIRST NATIONAL BANK OF CARMI, THE",201 EAST MAIN STREET ,CARMI,IL,62821,1412,"$547,995,000",20164,"$27,177","-$9,732,000",-18.17%,www.myfirst.bank,,Unknown,#N/A
6/30/2023,24211,122239542,"BANK OF WHITTIER, NATIONAL ASSOCIATION",15141 EAST WHITTIER BOULEVARD ,WHITTIER,CA,90603,3255,"$144,401,000",1615,"$89,412",,,http://www.whittierbank.com,,Unknown,#N/A
6/30/2023,4792,101103026,FNB WASHINGTON,101 C STREET ,WASHINGTON,KS,66968,4159,"$61,085,000",2187,"$27,931","-$2,549,000",-11.84%,http://www.fnbwashington.com,,Unknown,#N/A
6/30/2023,11492,102200245,INBANK,200 SOUTH SECOND STREET ,RATON,NM,87740,822,"$1,059,666,000",22564,"$46,963","-$28,911,000",-23.62%,https://inbank.com/,,Unknown,#N/A
6/30/2023,5685,61205844,SOUTHEASTERN BANK,1010 NORTH WAY ,DARIEN,GA,31305,1426,"$541,922,000",21443,"$25,273","-$20,656,000",-30.04%,https://www.southeasternbank.com,,Unknown,Supported
6/30/2023,13430,91213835,WADENA STATE BANK,304 1ST STREET SOUTHEAST ,WADENA,MN,56482,2906,"$188,479,000",9575,"$19,684","-$5,922,000",-29.24%,www.wadenastatebank.com,,Unknown,#N/A
6/30/2023,913,71000152,"NORTHERN TRUST COMPANY, THE",50 SOUTH LA SALLE STREET ,CHICAGO,IL,60603,45,"$40,492,545,000",145619,"$278,072","-$3,171,593,000",-29.72%,www.northerntrust.com,,Unknown,#N/A
6/30/2023,281,42105170,"HYDEN CITIZENS BANK, INC",22023 MAIN STREET ,HYDEN,KY,41749,3396,"$130,385,000",19726,"$6,610","-$7,878,000",-59.58%,http://www.hydencitizensbank.com,,Unknown,#N/A
6/30/2023,29708,301071631,"NORTH AMERICAN SAVINGS BANK, FSB",12498 SOUTH HIGHWAY 71 ,GRANDVIEW,MO,64030,529,"$1,770,773,000",44471,"$39,819","-$25,014,000",-6.10%,www.nasb.com,,Unknown,#N/A
6/30/2023,22090,64102902,COFFEE COUNTY BANK,2070 HILLSBORO BOULEVARD ,MANCHESTER,TN,37355,2313,"$283,878,000",9039,"$31,406","-$2,937,000",-9.53%,www.coffeecountybank.com,,Unknown,#N/A
6/30/2023,18378,91914257,"SECURITY STATE BANK OF WANAMINGO, INCORPORATED",232 MAIN ST. ,WANAMINGO,MN,55983,4033,"$72,934,000",3561,"$20,481","-$352,000",-3.50%,http://www.ssbwanamingo.com,,Unknown,#N/A
6/30/2023,7613,31310206,PENNIAN BANK,2 N. MAIN STREET ,MIFFLINTOWN,PA,17059,1304,"$603,891,000",26733,"$22,590","-$27,671,000",-45.98%,www.pennian.bank,,Unknown,Supported
6/30/2023,11759,73907952,CITIZENS STATE BANK,114 WEST MAIN ,WYOMING,IA,523620198,3809,"$92,934,000",4926,"$18,866","-$4,942,000",-21.53%,http://www.csbwyoming.com,,Unknown,Supported
6/30/2023,11112,43308691,SOMERSET TRUST COMPANY,151 WEST MAIN STREET ,SOMERSET,PA,15501,532,"$1,758,601,000",100347,"$17,525","-$56,882,000",-33.82%,somersettrust.com,,Unknown,Supported
6/30/2023,27677,253170279,HOMETRUST BANK,10 WOODFIN STREET ,ASHEVILLE,NC,28801,297,"$3,608,177,000",111263,"$32,429","-$5,326,000",-1.16%,www.htb.com,,Unknown,#N/A
6/30/2023,27686,243374153,"SLOVENIAN SAVINGS AND LOAN ASSOCIATION OF CANONSBURG, PA",130 BOONE AVENUE ,STRABANE,PA,15363,1563,"$492,300,000",10509,"$46,846","-$50,649,000",-57.23%,www.sloveniansavingsandloan.com,www.sloveniansavingsandloan.com,Unknown,#N/A
6/30/2023,11782,65200861,BANK OF ABBEVILLE & TRUST COMPANY,123 CONCORD ,ABBEVILLE,LA,70510,3106,"$163,843,000",6386,"$25,657","-$6,287,000",-21.66%,www.bankofabbeville.com,,Unknown,Supported
6/30/2023,737,41208748,"APPLE CREEK BANKING COMPANY, THE",3 WEST MAIN STREET ,APPLE CREEK,OH,446060237,2855,"$194,678,000",7835,"$24,847","-$4,643,000",-24.44%,www.applecreekbank.com,,Unknown,#N/A
6/30/2023,9337,91905295,CITIZENS STATE BANK OF WAVERLY (INCORPORATED),609 PACIFIC AVENUE ,WAVERLY,MN,55390,3662,"$105,923,000",6178,"$17,145","-$4,975,000",-49.10%,http://www.bankwaverly.com,http://www.bankmontrose.com,Unknown,#N/A
6/30/2023,21591,221370467,"BANK OF GREENE COUNTY, THE",425 MAIN STREET ,CATSKILL,NY,12414,671,"$1,374,278,000",67088,"$20,485","-$83,259,000",-36.16%,www.tbogc.com,,Unknown,#N/A
6/30/2023,5969,41207341,"FARMERS & MERCHANTS STATE BANK, THE",307 NORTH DEFIANCE STREET ,ARCHBOLD,OH,43502,398,"$2,476,405,000",100297,"$24,691","-$45,321,000",-16.70%,http://www.fm.bank,,Unknown,#N/A
6/30/2023,6862,51403779,CHESAPEAKE BANK,97 NORTH MAIN STREET ,KILMARNOCK,VA,22482,744,"$1,186,437,000",38316,"$30,965","-$52,539,000",-35.09%,www.chesbank.com,,Unknown,Supported
6/30/2023,623,21001033,DEUTSCHE BANK TRUST COMPANY AMERICAS,1 COLUMBUS CIRCLE ,NEW YORK,NY,10019,68,"$24,199,000,000",9759,"$2,479,660","-$56,000,000",-0.58%,http://www.db.com,,Unknown,#N/A
6/30/2023,4444,73901479,"FIRST NATIONAL BANK IN CRESTON, THE",101 WEST ADAMS ,CRESTON,IA,50801,1987,"$353,087,000",15115,"$23,360","-$14,833,000",-37.08%,www.fnbc.bank,,Unknown,#N/A
6/30/2023,16307,73922021,MANUFACTURERS BANK & TRUST COMPANY,245 EAST J STREET ,FOREST CITY,IA,50436,1243,"$646,140,000",22321,"$28,948","-$17,952,000",-29.80%,www.mbtbank.bank,www.mbtbank.org,Unknown,#N/A
6/30/2023,11417,91210993,WELCOME STATE BANK,111 GUIDE STREET NORTH ,WELCOME,MN,56181,4456,"$35,238,000",1655,"$21,292","-$345,000",-7.94%,www.welcomestatebank.com,,Unknown,#N/A
6/30/2023,18609,111323922,AMERICAN BANK OF COMMERCE,530 EAST HIGHWAY 62 ,WOLFFORTH,TX,79382,694,"$1,311,231,000",19028,"$68,911","-$76,729,000",-58.84%,www.theabcbank.com,,Unknown,#N/A
6/30/2023,7614,31310219,"JUNIATA VALLEY BANK, THE",1 S. MAIN STREET ,MIFFLINTOWN,PA,17059,1097,"$740,914,000",41047,"$18,050","-$12,981,000",-19.04%,http://www.jvbonline.com,https://www.facebook.com/juniatavalleybank,Unknown,#N/A
6/30/2023,24498,111312894,FIRST STATE BANK,1526 FOURTH ST ,GRAHAM,TX,76450,2699,"$217,781,000",8254,"$26,385","-$8,451,000",-31.93%,www.fsbgraham.bank,www.fsbgraham.com,Missing,Supported
6/30/2023,25122,63211726,FIRST NATIONAL BANK NORTHWEST FLORIDA,101 EAST 23RD STREET ,PANAMA CITY,FL,324054501,3245,"$145,140,000",1745,"$83,175","-$649,000",-2.77%,http://WWW.fnbnwfl.com,,Unknown,#N/A
6/30/2023,15019,53104568,FIRST BANK,205 SE BROAD STREET ,SOUTHERN PINES,NC,28387,139,"$10,175,513,000",268718,"$37,867","-$536,085,000",-43.04%,http://www.localfirstbank.com,,Unknown,Supported
6/30/2023,10168,91912330,FIRST FARMERS & MERCHANTS BANK,920 4TH STREET SOUTH ,CANNON FALLS,MN,55009,1823,"$397,845,000",18430,"$21,587","-$15,110,000",-39.09%,http://www.ffmbank.com,,Unknown,#N/A
6/30/2023,21227,64202501,CBBC BANK,330 E. BROADWAY ,MARYVILLE,TN,37804,1672,"$453,571,000",13576,"$33,410","-$31,149,000",-44.82%,www.cbbcbank.com,,Unknown,Supported
6/30/2023,18454,114923756,ZAPATA NATIONAL BANK,7TH & HIDALGO ,ZAPATA,TX,78076,3995,"$75,997,000",3691,"$20,590","-$1,502,000",-12.04%,zapatanationalbank.com,,Unknown,#N/A
6/30/2023,10644,104904905,STATE BANK OF ODELL,111 MAIN STREET ,ODELL,NE,68415,4467,"$33,453,000",1953,"$17,129","-$1,056,000",-38.95%,http://www.statebankofodell.com,,Unknown,Supported
6/30/2023,27723,271173452,"SECURITY BANK, S.B.",510 EAST MONROE STREET ,SPRINGFIELD,IL,62701,2980,"$178,644,000",6751,"$26,462","-$7,091,000",-41.39%,www.securitybk.com,,Unknown,#N/A
6/30/2023,14914,75908276,COLLINS STATE BANK,20741 COUNTY ROAD JJ ,COLLINS,WI,54207,3055,"$170,255,000",7603,"$22,393","-$1,487,000",-8.88%,www.collinsstatebank.com,www.facebook.com/pages/Collins-State-Bank/714874485225376,Unknown,Supported
6/30/2023,2241,112201797,CNB BANK,202 W. STEVENS ,CARLSBAD,NM,88220,1238,"$649,376,000",9389,"$69,163","-$15,022,000",-21.43%,http://www.ourcnb.bank,,Unknown,Supported
6/30/2023,29774,283972078,CARROLLTON FEDERAL BANK,2539 HIGHWAY 227 ,CARROLLTON,KY,41008,4469,"$33,182,000",2698,"$12,299","-$958,000",-16.12%,www.carrolltonfederal.com,,Unknown,#N/A
6/30/2023,5280,91900216,"WNB FINANCIAL, NATIONAL ASSOCIATION",204 MAIN STREET ,WINONA,MN,55987,1620,"$472,301,000",22565,"$20,931","-$12,263,000",-22.37%,http://www.wnbfinancial.com,,Unknown,#N/A
6/30/2023,5956,53104869,PEOPLES BANK,518 WEST C STREET ,NEWTON,NC,28658,670,"$1,377,474,000",50566,"$27,241","-$56,789,000",-33.45%,https://www.peoplesbanknc.com,,Unknown,Supported
6/30/2023,12857,73912837,DENVER SAVINGS BANK,121 SOUTH STATE STREET ,DENVER,IA,50622,2875,"$191,838,000",5294,"$36,237","-$5,229,000",-21.18%,www.bankdsb.com,,Unknown,#N/A
6/30/2023,29782,264171270,FIRST FEDERAL BANK,611 EAST COLLEGE STREET ,DICKSON,TN,37055,982,"$857,701,000",32432,"$26,446","-$39,536,000",-40.75%,www.ffbtn.com,bankatcbt.com,Unknown,Supported
6/30/2023,31823,267087769,"INTERAMERICAN BANK, A FEDERAL SAVINGS BANK",9190 CORAL WAY ,MIAMI,FL,33165,2680,"$220,248,000",7986,"$27,579",,,www.interamericanbank.com,,Unknown,#N/A
6/30/2023,1609,91911548,FIRST STATE BANK OF WYOMING,26741 FELTON AVENUE ,WYOMING,MN,55092,2816,"$200,102,000",10017,"$19,976","-$15,485,000",-42.18%,www.fsbwyoming.com,www.wyoming-bank.com,Unknown,Supported
6/30/2023,352,92105104,"BANK OF BAKER, THE",116 S. MAIN ST. ,BAKER,MT,59313,3550,"$116,708,000",3527,"$33,090","$1,019,000",5.85%,www.bankofbaker.com,,Unknown,#N/A
6/30/2023,19742,104001497,"FIRST WESTROADS BANK, INC.",15750 WEST DODGE ROAD ,OMAHA,NE,68118,2306,"$284,511,000",6485,"$43,872","-$2,969,000",-6.91%,www.FIRSTWESTROADS.BANK,,Unknown,#N/A
6/30/2023,22918,51404464,"FIRST BANK AND TRUST COMPANY, THE",359 WEST MAIN STREET ,LEBANON,VA,24266,359,"$2,782,734,000",79459,"$35,021","-$9,313,000",-2.94%,http://www.firstbank.com,,Unknown,#N/A
6/30/2023,15415,81514829,PEOPLES BANK OF WYACONDA,310 SOUTH JOHNSON ,KAHOKA,MO,63445,3590,"$113,709,000",6302,"$18,043","-$2,118,000",-15.98%,http://www.pbwbank.com,,Missing,Supported
6/30/2023,15362,92905207,BELT VALLEY BANK,111 CASTNER STREET ,BELT,MT,59412,4149,"$61,987,000",3644,"$17,011","-$629,000",-5.63%,www.beltvalleybank.com,,Unknown,#N/A
6/30/2023,14772,73912756,DANVILLE STATE SAVINGS BANK,102 SOUTH WALNUT ,NEW LONDON,IA,52645,3166,"$155,552,000",4257,"$36,540","-$5,229,000",-23.87%,http://www.danvillebank.com,,Unknown,#N/A
6/30/2023,9035,91510428,HEADWATERS STATE BANK,4175 COUNTY ROAD B ,LAND O'LAKES,WI,54540,3968,"$78,020,000",4320,"$18,060","-$674,000",-6.90%,WWW.HEADWATERSSTATEBANK.COM,,Unknown,Supported
6/30/2023,16410,101112046,ANDOVER STATE BANK,511 N. ANDOVER ROAD ,ANDOVER,KS,67002,3034,"$172,103,000",4690,"$36,696","-$1,321,000",-8.31%,www.goasb.com,,Unknown,Supported
6/30/2023,8867,91209933,ULTIMA BANK MINNESOTA,9 WEST MINNESOTA AVENUE ,WINGER,MN,56592,2757,"$208,689,000",7733,"$26,987",,,www.ultimabank.com,,Unknown,#N/A
6/30/2023,23123,84003159,BANK OF BARTLETT,6281 STAGE ROAD ,BARTLETT,TN,38134,1668,"$455,360,000",17421,"$26,139","-$25,136,000",-55.67%,http://www.bankofbartlett.com,,Unknown,#N/A
6/30/2023,18463,73912808,HERITAGE BANK,695 MARION BOULEVARD ,MARION,IA,523020266,4446,"$35,984,000",1889,"$19,049","-$2,113,000",-51.93%,http://www.heritagemarion.bank,,Unknown,Supported
6/30/2023,10816,81213269,GRAND RIVERS COMMUNITY BANK,260 SOUTH MAIN STREET ,GRAND CHAIN,IL,62941,4581,"$17,622,000",1059,"$16,640","-$19,000",-0.91%,www.grandriverscommunitybank.com,,Unknown,Supported
6/30/2023,1869,101100993,UNION STATE BANK,127 SOUTH SUMMIT STREET ,ARKANSAS CITY,KS,67005,1529,"$506,190,000",22014,"$22,994","-$17,831,000",-33.04%,www.myunionstate.bank,www.myunionstate.com,Unknown,Supported
6/30/2023,3113,113117194,"BRENHAM NATIONAL BANK, THE",2211 S DAY ,BRENHAM,TX,77833,1717,"$436,947,000",11109,"$39,333","-$29,383,000",-58.74%,www.bnbank.bank,www.bnbank.com,Unknown,#N/A
6/30/2023,9189,84303338,BRIGHTON BANK,7663 HIGHWAY 51 SOUTH ,BRIGHTON,TN,38011,4397,"$41,142,000",1766,"$23,297","-$192,000",-4.01%,www.brightonbancorp.com,,Unknown,#N/A
6/30/2023,29835,211371324,MILFORD FEDERAL BANK,246 MAIN STREET ,MILFORD,MA,1757,1903,"$375,504,000",19806,"$18,959","-$2,418,000",-4.31%,www.milfordfederal.com,www.milfordfederal.net,Unknown,#N/A
6/30/2023,19836,211274492,FRANKLIN SAVINGS BANK,197 MAIN STREET ,FARMINGTON,ME,4938,1693,"$446,065,000",26597,"$16,771","-$10,218,000",-8.00%,www.franklinsavings.bank,www.franklinsavings.com,Unknown,#N/A
6/30/2023,19212,81501227,FIRST MIDWEST BANK OF THE OZARKS,704 NORTH WESTWOOD BOULEVARD ,POPLAR BLUFF,MO,63901,1274,"$622,284,000",26059,"$23,880","-$3,918,000",-5.30%,www.onemidwest.com,,Missing,#N/A
6/30/2023,29839,274970995,CROSSROADS BANK,1205 NORTH CASS STREET ,WABASH,IN,46992,1548,"$496,929,000",19773,"$25,132","-$13,512,000",-26.47%,www.crossroadsbanking.com,,Unknown,#N/A
6/30/2023,9529,75907552,STATE BANK OF NEWBURG,300 CONGRESS DRIVE HWY 33E ,NEWBURG,WI,53060,2866,"$193,276,000",6509,"$29,694","-$1,969,000",-4.47%,www.newburg.bank,,Unknown,Supported
6/30/2023,31406,321170596,FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION OF SAN RAFAEL,1030 THIRD STREET ,SAN RAFAEL,CA,94901,3075,"$167,648,000",4566,"$36,717",,,www.ffsavings.com,,Unknown,#N/A
6/30/2023,28288,211273749,"AUBURN SAVINGS BANK, FSB",256 COURT STREET ,AUBURN,ME,4210,3960,"$78,643,000",3724,"$21,118","-$2,686,000",-33.33%,www.auburnsavings.com,,Unknown,#N/A
6/30/2023,15651,73921831,STATE BANK & TRUST CO.,1025 6TH STREET ,NEVADA,IA,50201,2864,"$193,446,000",6172,"$31,343","-$8,814,000",-43.44%,http://www.banksbt.com,,Unknown,#N/A
6/30/2023,11181,111917590,FIRST STATE BANK OF BROWNSBORO,14225 STATE HIGHWAY 31 E ,BROWNSBORO,TX,75756,3439,"$126,426,000",4882,"$25,896","-$9,617,000",-74.74%,http://www.fsbbrownsboro.com,,Unknown,#N/A
6/30/2023,9396,21201383,VALLEY NATIONAL BANK,615 MAIN AVENUE ,PASSAIC,NJ,7055,40,"$52,078,393,000",692623,"$75,190","-$665,624,000",-12.22%,www.valley.com,www.valleydirect.com,Unknown,#N/A
6/30/2023,21843,26008905,MIZUHO BANK (USA),1271 AVENUE OF THE AMERICAS ,NEW YORK,NY,10020,238,"$4,971,295,000",648,"$7,671,752","$5,000",0.00%,,,Unknown,#N/A
6/30/2023,14355,41205246,"FIRST CITIZENS NATIONAL BANK OF UPPER SANDUSKY, THE",100 N SANDUSKY AVE ,UPPER SANDUSKY,OH,43351,2210,"$302,260,000",12556,"$24,073","-$13,598,000",-30.16%,http://www.firstcitizensnational.com,,Unknown,#N/A
6/30/2023,18858,44201030,"HOCKING VALLEY BANK, THE",7 WEST STIMSON ,ATHENS,OH,45701,2220,"$300,037,000",11869,"$25,279","-$11,860,000",-33.61%,https://www.hvbonline.com,,Unknown,#N/A
6/30/2023,25679,114911580,INTERNATIONAL BANK OF COMMERCE,1600 FM 802 ,BROWNSVILLE,TX,78521,298,"$3,583,771,000",242448,"$14,782","-$213,141,000",-51.09%,www.ibc.com,,Unknown,#N/A
6/30/2023,30220,281970881,CHESTER NATIONAL BANK,1112 STATE STREET ,CHESTER,IL,62233,4116,"$65,553,000",2561,"$25,597","-$468,000",-7.25%,www.chesternationalbank.com,,Unknown,Supported
6/30/2023,1781,71115801,FIRST STATE BANK SHANNON-POLO,1 SOUTH LINN STREET ,SHANNON,IL,61078,2853,"$194,780,000",8268,"$23,558","-$9,969,000",-57.23%,http://www.fsbshannon-polo.com,,Unknown,#N/A
6/30/2023,19559,111902424,TEXASBANK,400 FISK STREET ,BROWNWOOD,TX,768012930,577,"$1,644,151,000",41547,"$39,573","-$9,612,000",-4.54%,www.texasbank.com,,Unknown,#N/A
6/30/2023,12368,62005690,REGIONS BANK,1900 FIFTH AVENUE NORTH ,BIRMINGHAM,AL,35203,26,"$132,678,000,000",7365341,"$18,014","-$3,377,000,000",-24.77%,http://www.regions.com,https://www.jointhebank.regions.com,Unknown,Supported
6/30/2023,14904,73907897,FIRST COMMUNITY BANK,119 SOUTH FULTON STREET ,NEWELL,IA,50568,3742,"$99,035,000",3975,"$24,914","-$2,808,000",-28.44%,http://www.fcb4u.com,,Unknown,Supported
6/30/2023,14779,111901580,CITIZENS NATIONAL BANK AT BROWNWOOD,1 CARNEGIE ,BROWNWOOD,TX,76801,2514,"$245,950,000",10465,"$23,502","-$13,737,000",-47.08%,www.cnb-brownwood.com,,Unknown,#N/A
6/30/2023,11317,81213780,"IUKA STATE BANK, THE",205 WEST MAIN ,SALEM,IL,62881,3656,"$106,313,000",4694,"$22,649","-$2,078,000",-15.65%,www.iukabank.com,,Unknown,#N/A
6/30/2023,35274,51402372,"BLUE RIDGE BANK, NATIONAL ASSOCIATION",1 EAST MARKET STREET ,MARTINSVILLE,VA,24112,375,"$2,618,678,000",49964,"$52,411","-$60,119,000",-23.37%,www.mybrb.com,www.qwickrate.com,Unknown,#N/A
6/30/2023,9123,91307149,WESTERN STATE BANK,110 4TH ST. SE ,DEVILS LAKE,ND,58301,557,"$1,683,847,000",31148,"$54,060","-$3,392,000",-1.50%,www.westernbanks.com,,Unknown,#N/A
6/30/2023,4702,101101293,CENTRAL NATIONAL BANK,802 NORTH WASHINGTON ,JUNCTION CITY,KS,66441,754,"$1,162,693,000",52104,"$22,315","-$34,554,000",-24.94%,http://www.centralnational.com,,Missing,Supported
6/30/2023,7018,21307054,"NATIONAL BANK OF COXSACKIE, THE",3-7 REED STREET ,COXSACKIE,NY,12051,1814,"$399,400,000",18729,"$21,325","-$13,589,000",-32.33%,www.nbcoxsackie.com,,Unknown,#N/A
6/30/2023,10307,61303348,BUILTWELL BANK,728 BROAD STREET ,CHATTANOOGA,TN,37402,594,"$1,588,330,000",58185,"$27,298","-$1,158,000",-0.70%,www.builtwell.bank,,Unknown,Supported
6/30/2023,8506,73909015,NEW ALBIN SAVINGS BANK,118 MAIN NORTH EAST ,NEW ALBIN,IA,521600008,2474,"$253,736,000",6754,"$37,568","-$7,902,000",-15.53%,http://www.newalbinsavingsbank.com,,Missing,Supported
6/30/2023,28302,271071062,MUTUAL FEDERAL BANK,2212 WEST CERMAK ROAD ,CHICAGO,IL,60608,4083,"$67,913,000",2806,"$24,203","-$1,000",-0.01%,www.mutualfederalbank.com,,Unknown,#N/A
6/30/2023,6088,64104052,UNION BANK,311 MAIN STREET NORTH ,JAMESTOWN,TN,38556,2827,"$198,907,000",9681,"$20,546","-$16,652,000",-66.25%,https://myunion.bank,,Unknown,Supported
6/30/2023,16193,44207872,ROCKHOLD BANK,101 MAIN STREET ,BAINBRIDGE,OH,45612,4410,"$40,266,000",2337,"$17,230",,,WWW.ROCKHOLDBANK.COM,,Unknown,#N/A
6/30/2023,11702,71104692,SHELBY COUNTY STATE BANK,130 SOUTH MORGAN ,SHELBYVILLE,IL,62565,2212,"$301,599,000",8479,"$35,570","-$12,267,000",-38.46%,www.scs-bank.com,,Unknown,Supported
6/30/2023,3701,71914358,"RESOURCE BANK, NATIONAL ASSOCIATION",555 BETHANY ROAD ,DEKALB,IL,60115,1140,"$712,289,000",35618,"$19,998","-$24,579,000",-39.05%,www.resourcebank.com,,Unknown,#N/A
6/30/2023,18724,104106761,CITIZENS STATE BANK,209 3RD STREET ,CARLETON,NE,68326,4554,"$21,680,000",944,"$22,966",,,http://www.carletonbank.com,,Unknown,Supported
6/30/2023,15237,101111458,JOHNSON STATE BANK,106 NORTH MAIN STREET ,JOHNSON,KS,67855,3957,"$78,947,000",3304,"$23,894","-$4,439,000",-29.65%,www.johnsonstatebank.com,,Unknown,Supported
6/30/2023,10248,91305031,FIRST INTERNATIONAL BANK AND TRUST,100 NORTH MAIN STREET ,WATFORD CITY,ND,58854,269,"$4,297,493,000",71573,"$60,043","-$74,926,000",-17.99%,http://www.fibt.com,,Unknown,#N/A
6/30/2023,9385,101908014,BANK OF BROOKFIELD-PURDIN NATIONAL ASSOCIATION,939 PARK CIRCLE DRIVE ,BROOKFIELD,MO,64628,3759,"$97,208,000",4464,"$21,776","-$4,243,000",-34.52%,www.bankbp.com,,Unknown,#N/A
